time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-07 00:00:00+00:00,0,0,4,1
2023-03-08 00:00:00+00:00,1,1,0,0
2023-03-13 00:00:00+00:00,0,0,11,1
2023-03-15 00:00:00+00:00,0,0,4,2
2023-03-16 00:00:00+00:00,0,0,1,1
2023-03-17 00:00:00+00:00,0,0,4,1
2023-03-18 00:00:00+00:00,6,6,36,1
