url_path,views_total,views_unique
/yinlinchen/thumbnail_creator,20,7
/yinlinchen/thumbnail_creator/tree/master/apps,5,4
/yinlinchen/thumbnail_creator/blob/master/apps/app.py,4,3
/yinlinchen/thumbnail_creator/tree/master/sharedutils,4,2
/yinlinchen/thumbnail_creator/tree/master/images,3,3
/yinlinchen/thumbnail_creator/issues,2,2
/yinlinchen/thumbnail_creator/tree/master/.github/workflows,2,2
/yinlinchen/thumbnail_creator/tree/master/sharedutils/filetype,2,2
/yinlinchen/thumbnail_creator/blob/master/apps/__init__.py,1,1
/yinlinchen/thumbnail_creator/blob/master/apps/requirements.txt,1,1
